time,id,name,description,status,originalLongitude,originalLatitude,originalAltitude,offsetLongitude,offsetLatitude,roverPositionLongitude,roverPositionLatitude,roverPositionAltitude,unitOfMeasurement,manualMarking,drivingDirection,roverLeftOffsetDistance,roverRightOffsetDistance,roverFrontOffsetDistance,roverOffsetMode,onPoint,pointCompleted
2025-09-25T14:49:27.217Z,u9k1nrpc,31543,White,1,-88.91132349222177,42.999722565593174,273.66763656,-88.91128593334615,42.999712296251154,-88.91128449432385,42.999709811227426,238.770356721446,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:49:48.285Z,wwffQZh6,31591,White,1,-88.9112506055911,42.99972180643273,273.6153034668,-88.9112130467281,42.99971153706678,-88.91120938318375,42.999707595663324,238.78547728396333,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:50:16.009Z,RJJPSLTi,31576,White,1,-88.91117771834726,42.999721081794156,273.6390365664,-88.91114015949682,42.99971081240428,-88.91113863477521,42.99970432681069,238.7573955713928,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:50:38.170Z,dWS1sGtX,31660,White,1,-88.91110483074392,42.99972037741105,273.64679272056003,-88.91106727190605,42.99971010799728,-88.91106571573184,42.99970524379589,238.77501014687147,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:51:23.205Z,yehwEi9e,31738,White,1,-88.91103194266388,42.99971969986791,273.59620558272,-88.91099438383856,42.999709430430215,-88.91099274822548,42.99970737417846,238.70480959036107,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:51:41.753Z,DRj6vwUs,31754,White,1,-88.91095905423396,42.99971904203152,273.45589480416,-88.91092149542118,42.99970877256991,-88.91092032823411,42.999706580212475,238.59079659045156,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:52:09.572Z,5l5MFBJC,31771,White,1,-88.91088616578118,42.99971838552013,273.34062419904,-88.91084860698093,42.99970811603461,-88.91081625796645,42.9997050268946,238.61712864603106,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:52:23.657Z,8YUMImgQ,31756,White,1,-88.91081327810629,42.99971768533964,273.35483604768,-88.91077571931862,42.99970741583018,-88.91077344404229,42.999704367859636,238.66312818688752,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:52:48.220Z,OfSQL3aI,31677,White,1,-88.9107403908237,42.99971696316405,273.51479453904,-88.91070283204859,42.99970669363068,-88.91070131270828,42.99970428822984,238.86105575329796,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:53:10.684Z,ztSk8SU7,31662,White,1,-88.91066750385048,42.99971622365739,273.74142370224,-88.91062994508798,42.999705954100094,-88.91062855754159,42.99970247842222,239.04774176144267,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:53:27.713Z,2KL7QCgq,31710,White,1,-88.91059461615136,42.99971552498271,273.83208384096,-88.9105570574014,42.99970525540151,-88.91055581509241,42.99970097574369,239.14329496754925,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:53:48.445Z,jNIn9R-e,31695,White,1,-88.91052172819995,42.999714840527744,273.8873050056,-88.91048416946256,42.99970457092263,-88.91048094701756,42.9997016818116,239.1721917784571,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:54:03.848Z,fECdyBKb,26120,White,1,-88.9104488400011,42.99971417001805,273.86185966152,-88.91041128127624,42.999703900389,-88.91041089464119,42.999701687583155,239.1255946948317,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:55:40.315Z,VCmKnHDJ,24740,White,1,-88.91023017633736,42.99971210635547,273.51826377264,-88.9101926176502,42.99970183665467,-88.91019134931874,42.9997023382427,238.80817571729932,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:56:22.297Z,umMZwZsW,24736,White,1,-88.91015728818402,42.99971143346391,273.47740807584,-88.9101197295094,42.99970116373918,-88.91007015583753,42.99969766310127,238.81272710247927,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:57:32.272Z,umMZwZsW,24736,White,1,-88.91015728818402,42.99971143346391,273.47740807584,-88.9101197295094,42.99970116373919,-88.91011530667824,42.999698911411535,238.78438349215918,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-25T14:57:51.287Z,FpR6jgwE,24746,White,1,-88.9100844004085,42.99971073940029,273.51645088320004,-88.91004684174645,42.999700469651636,-88.91004512412925,42.99969780854805,238.82281857303767,ft,true,backward,0,-3.6,-10.1,B,5,2
