time,id,name,description,status,originalLongitude,originalLatitude,originalAltitude,offsetLongitude,offsetLatitude,roverPositionLongitude,roverPositionLatitude,roverPositionAltitude,unitOfMeasurement,manualMarking,drivingDirection,roverLeftOffsetDistance,roverRightOffsetDistance,roverFrontOffsetDistance,roverOffsetMode,onPoint,pointCompleted
2025-09-26T18:18:16.054Z,ga48qMCH,48146,Motor Yellow,1,-88.910822280512,42.999211828058,271.9389955164,-88.910784705984,42.99920159022476,-88.91078036731038,42.99920066404238,236.93796378488335,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:18:37.189Z,4c0TZEV3,48145,Motor Yellow,1,-88.910749393417,42.999211129208,271.93786608,-88.9107118189015,42.99920089135082,-88.91069762150241,42.99919994574448,237.03256450883063,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:18:48.673Z,8iP_XaAZ,48144,Motor Yellow,1,-88.910676506323,42.999210430312,271.98385296288,-88.91063893182003,42.999200192430884,-88.91063702068118,42.999199303094194,237.11399366658108,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:19:02.532Z,j1U2hPSW,47991,Motor Yellow,1,-88.910603619231,42.999209731369,272.0383117008,-88.91056604474058,42.99919949346396,-88.91056219639384,42.99919929240794,237.19801184243127,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:19:18.799Z,hqZUlrA2,47936,Motor Yellow,1,-88.910530732141,42.999209032379,272.10890591064,-88.91049315766308,42.99919879445004,-88.91049100167615,42.999199622823326,237.25016843667777,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:19:38.622Z,60y5lKTj,47466,Motor Yellow,1,-88.910457845052,42.999208333342,272.17617780048,-88.91042027058661,42.9991980953891,-88.91041719944329,42.99919804856297,237.30454059225613,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:22:07.329Z,waIzjJKZ,6071,Motor Yellow,1,-88.910384957965,42.999207634258,272.25214514664,-88.91034738351215,42.999197396281176,-88.91034742642665,42.99919824536907,237.4010519474601,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:22:43.093Z,CI9ySxTR,6085,Motor Yellow,1,-88.91031207088,42.999206935128,272.33807997096,-88.91027449643965,42.99919669712725,-88.91027132251651,42.99919718136403,237.49243747019153,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:23:58.771Z,z3Se3FiL,6089,Motor Yellow,1,-88.909874748403,42.999202739364,273.2581597056,-88.90983717403783,42.99919250121968,-88.90983496191787,42.999191466121104,238.37640807105188,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:24:14.391Z,kdSLugnY,47467,Motor Yellow,1,-88.909801861329,42.999202039907,273.41265663816,-88.90976428697635,42.99919180173876,-88.90976234128155,42.99919082283058,238.58193193635,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:24:28.288Z,7CiasAlo,48336,Motor Yellow,1,-88.909728974257,42.999201340402,273.61502808,-88.9096913999169,42.999191102209835,-88.90968971116538,42.999191056863694,238.75634656613832,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:24:44.205Z,Dk9am44K,48337,Motor Yellow,1,-88.909656087187,42.999200640851,273.77117712,-88.90961851285944,42.9991904026349,-88.90961642343616,42.99919056757452,238.93261289542306,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:24:58.543Z,c_JaESN9,48357,Motor Yellow,1,-88.909583200118,42.999199941253,273.93038744928,-88.90954562580296,42.999189703012966,-88.90954411474098,42.9991891101267,239.07311452886404,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:25:21.012Z,P1p-uuDo,48358,Motor Yellow,1,-88.909510313051,42.999199241609,274.04077272,-88.90947273874846,42.999189003345045,-88.90947266791213,42.999187883245476,239.17572030256184,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:25:36.799Z,49BlUsEb,48359,Motor Yellow,1,-88.909437425986,42.999198541917,274.14406944,-88.909399851696,42.999188303629104,-88.9093975181579,42.99918661902562,239.28283917627004,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:25:51.487Z,r17gUtJY,48360,Motor Yellow,1,-88.909364538922,42.999197842179,274.21898928,-88.90932696464453,42.99918760386719,-88.90932543420084,42.999184942768544,239.39213260791826,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:26:09.207Z,C2MHBx1T,48361,Motor Yellow,1,-88.90929165186,42.999197142394,274.3384404,-88.90925407759508,42.99918690405826,-88.90925232753331,42.99918268714159,239.48385036476117,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:26:25.411Z,cHnrKr28,48362,Motor Yellow,1,-88.9092187648,42.999196442562,274.45865352,-88.9091811905476,42.99918620420233,-88.90918121781624,42.99918201990964,239.57096673139512,ft,true,backward,0,-3.6,-10.1,B,5,2
2025-09-26T18:26:41.322Z,3IzEcxa4,48363,Motor Yellow,1,-88.909145877741,42.999195742684,274.5080616,-88.90910830350111,42.99918550430041,-88.90910528248784,42.99918276859373,239.62563756234343,ft,true,backward,0,-3.6,-10.1,B,5,2
